area_name,pctdem2016,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr,Obama,Romney,population2014,population2010,population_change,age65plus,White,Black,Hispanic,NonEnglish,Edu_highschool,Edu_batchelors,Income,Poverty,Density
Williamsburg city,0.690071675,5199,1921,7534,VA,0.634680135,0.346801347,14691,13673,7.4,15.8,0.751,0.15,0.071,10.3,91.7,49.8,23127,19.5,1559.3
Winchester city,0.48808398,5161,4786,10574,VA,0.496294129,0.482055783,27543,26203,5.1,14.6,0.818,0.116,0.164,17.7,83.8,28.6,26060,20.1,2838
Wise County,0.179240878,2687,11983,14991,VA,0.251121376,0.739171186,39935,41480,-3.7,15.9,0.93,0.054,0.012,2.6,72.9,13.1,19107,21.9,102.8
Wythe County,0.208679245,2765,10044,13250,VA,0.306582361,0.674773022,29121,29235,-0.4,19.7,0.951,0.029,0.011,2.3,81.7,15,23219,14.4,63.3
York County,0.381334038,12989,18823,34062,VA,0.388944694,0.596253841,66342,65186,1.8,14.6,0.771,0.134,0.058,8.8,94.9,42,36373,5.7,624.8
Addison County,0.637619372,11217,5297,17592,VT,0.688785518,0.292215435,37009,36824,0.5,16.9,0.95,0.01,0.022,5.1,90.7,35.6,28722,11.3,48
Bennington County,0.583603548,9539,5925,16345,VT,0.657663317,0.324748744,36445,37125,-1.8,21.2,0.964,0.01,0.018,4.2,90.1,32.3,29196,13.9,55
Caledonia County,0.497069258,6445,5533,12966,VT,0.604798819,0.375636766,30981,31226,-0.8,17.8,0.963,0.008,0.015,3.4,89.8,26.6,23584,14.1,48.1
Chittenden County,0.704904029,54463,18298,77263,VT,0.700565784,0.281807372,160531,156540,2.5,13.2,0.917,0.024,0.022,8.4,93.9,47.4,33281,11.2,291.7
Essex County,0.376570584,1019,1506,2706,VT,0.555796316,0.42217407,6125,6306,-2.9,23.3,0.972,0.004,0.013,8.7,83.3,14.7,20887,15.9,9.5
Franklin County,0.482682083,9351,8752,19373,VT,0.6103265,0.374841812,48642,47752,1.9,13.9,0.955,0.007,0.014,3.6,88.8,23.7,27398,10.2,75.3
Grand Isle County,0.554261514,2094,1487,3778,VT,0.622785433,0.361958661,6994,6970,0.3,17.9,0.948,0.007,0.018,3.4,91.6,30.3,33159,6.9,85.2
Lamoille County,0.622025599,7241,3570,11641,VT,0.70202952,0.28111372,25082,24475,2.5,15.2,0.964,0.008,0.016,4.1,92.6,36.4,27157,12.6,53.3
Orange County,0.558674985,7522,4997,13464,VT,0.64988542,0.328559152,28859,28936,-0.3,17.6,0.968,0.006,0.013,2.9,91.3,29.9,27289,13.1,42.1
Orleans County,0.471514379,5181,5158,10988,VT,0.611813258,0.370217522,27082,27231,-0.5,20.3,0.967,0.007,0.013,6,86.2,21.3,22303,15.4,39.3
Rutland County,0.492733189,13629,12471,27660,VT,0.601358485,0.381290913,60086,61646,-2.5,19.4,0.97,0.006,0.013,4.1,89.4,28,26205,13,66.3
Washington County,0.648914637,18594,7993,28654,VT,0.700506042,0.278563806,58998,59535,-0.9,17,0.96,0.009,0.019,3.8,93.5,38.1,29761,9.6,86.6
Windham County,0.677982129,14340,5462,21151,VT,0.73744554,0.245081403,43714,44513,-1.8,19.3,0.955,0.012,0.021,4.3,90.8,33.5,28867,12.4,56.7
Windsor County,0.63035355,17544,8604,27832,VT,0.682871997,0.301496417,56014,56666,-1.2,20.7,0.962,0.009,0.014,4,92.7,34,30932,10.3,58.5
Adams County,0.273952463,1118,2740,4081,WA,0.322073508,0.660930529,19179,18728,2.4,10.2,0.906,0.014,0.62,52.6,65.7,14,16940,22.9,9.7
Asotin County,0.321974391,3118,5712,9684,WA,0.404027117,0.571385207,22189,21623,2.6,20.9,0.944,0.006,0.036,3.8,89.6,17.8,24659,13.6,34
Benton County,0.327317409,25173,45594,76907,WA,0.353044096,0.622575247,186486,175177,6.5,13.4,0.91,0.016,0.204,18,88.5,28.9,28583,12.8,103
Chelan County,0.392850629,10770,15070,27415,WA,0.404464978,0.573177824,74588,72456,2.9,17.5,0.938,0.008,0.274,24.2,83.2,23.9,25893,13.2,24.8
Clallam County,0.459420949,15154,15685,32985,WA,0.488933659,0.484847625,72715,71404,1.8,26.9,0.878,0.01,0.058,5.4,91.3,24.2,25865,14.6,41.1
Clark County,0.463250317,90697,90590,195784,WA,0.489196825,0.488133857,451008,425363,6,13.8,0.873,0.022,0.087,14,91.3,26,27681,12.4,676.2
Columbia County,0.24090281,523,1491,2171,WA,0.285328533,0.695319532,3985,4078,-2.3,26.6,0.944,0.006,0.063,4.4,86.1,17.2,23814,17.1,4.7
Cowlitz County,0.392261185,17842,24066,45485,WA,0.509981453,0.466297345,102133,102410,-0.3,18.1,0.919,0.009,0.084,7.4,87.4,15.4,23557,17.6,89.8
Douglas County,0.313944362,3600,7208,11467,WA,0.343847936,0.632715629,39804,38431,3.6,15.9,0.937,0.008,0.304,27,80.4,17.3,22467,15.8,21.1
Ferry County,0.306460674,1091,2178,3560,WA,0.37629018,0.579769979,7667,7551,1.5,22.3,0.765,0.007,0.042,4.3,87,16.1,20052,20.7,3.4
Franklin County,0.380829771,7839,11358,20584,WA,0.363041183,0.615469905,87809,78163,12.3,7.9,0.909,0.028,0.519,47.6,71,15,19503,20.2,62.9
Garfield County,0.224025974,276,841,1232,WA,0.262745098,0.715294118,2215,2266,-2.3,24.6,0.954,0,0.045,4.3,96.6,22.7,26954,12.1,3.2
Grant County,0.27487615,7768,18482,28260,WA,0.323434784,0.649754077,93147,89120,4.5,12.6,0.926,0.018,0.399,33.2,76.2,14.6,19738,20.3,33.3
Grays Harbor County,0.425568522,11378,13269,26736,WA,0.555980726,0.416064342,70818,72797,-2.7,18.9,0.877,0.014,0.098,9.7,85.4,14.1,21828,19,38.3
Island County,0.489475545,20766,18259,42425,WA,0.510176916,0.465911566,79275,78506,1,22.5,0.863,0.029,0.071,8.7,94.6,31.7,30941,9,376.6
Jefferson County,0.624676617,12556,5986,20100,WA,0.640326975,0.326601485,30228,29872,1.2,31.8,0.913,0.01,0.037,4.4,94.6,36.5,28266,13.3,16.6
King County,0.721489247,657149,197781,910823,WA,0.688112485,0.289208792,2079967,1931256,7.7,12.2,0.701,0.067,0.094,25.9,92.1,46.6,39911,11.5,912.9
Kitsap County,0.510524763,60561,46762,118625,WA,0.543136309,0.431845268,254183,251133,1.2,16.1,0.833,0.029,0.072,8.8,93.6,29.5,31769,10.4,635.9
Kittitas County,0.392167558,7190,9845,18334,WA,0.426478353,0.552534319,42522,40909,3.9,14.6,0.919,0.012,0.088,9.3,91.1,33.6,22796,22.6,17.8
Klickitat County,0.383507455,3781,5390,9859,WA,0.443464152,0.521042491,20861,20318,2.7,21.1,0.929,0.006,0.123,10.5,87,19.5,22229,17.5,10.9
Lewis County,0.2894979,7236,16273,24995,WA,0.37088204,0.605510855,75128,75455,-0.4,19.8,0.929,0.008,0.097,8.8,85.9,14,22212,15.4,31.4
Lincoln County,0.217498243,1238,4095,5692,WA,0.284114404,0.693314955,10250,10570,-3,23.9,0.943,0.004,0.031,4,93.5,20.3,25816,14.2,4.6
Mason County,0.427557892,11872,13539,27767,WA,0.522206689,0.452987776,60711,60699,0,21.3,0.883,0.014,0.089,7.8,88.5,17.3,23542,17.3,63.3
Okanogan County,0.365372257,3980,6305,10893,WA,0.411470151,0.559502386,41290,41120,0.4,19.8,0.824,0.008,0.19,17.1,81.7,16.5,20735,20.7,7.8
Pacific County,0.430955283,4597,5338,10667,WA,0.542521714,0.42798511,20561,20920,-1.7,27.9,0.899,0.01,0.09,9.9,87.6,17.8,23888,17.2,22.4
Pend Oreille County,0.284619918,1932,4364,6788,WA,0.376146789,0.592871108,12985,13001,-0.1,23.1,0.913,0.007,0.036,3.7,90.3,17.8,23167,20.4,9.3
Pierce County,0.496931108,160306,136046,322592,WA,0.543389114,0.43363823,831928,795229,4.6,12.7,0.761,0.074,0.102,14.7,90.5,24,28223,12.4,476.3
San Juan County,0.666068562,7053,2651,10589,WA,0.671145481,0.295891735,16015,15769,1.6,29.4,0.945,0.006,0.059,7.2,94.5,45.1,37719,10.8,90.7
Skagit County,0.475570389,26076,24330,54831,WA,0.51746978,0.459347574,120365,116901,3,18.7,0.908,0.009,0.178,14.2,88.2,23.6,27065,13.5,67.5
Skamania County,0.395024163,2207,2910,5587,WA,0.47953436,0.492677431,11340,11066,2.5,17.4,0.93,0.007,0.06,7.2,89.6,20.8,28449,12.5,6.7
Snohomish County,0.54263383,167943,116433,309496,WA,0.568776171,0.407157609,759583,713330,6.5,12.1,0.802,0.031,0.097,18.7,91.1,28.9,31349,10.4,341.8
Spokane County,0.416136024,86590,103846,208081,WA,0.455133407,0.518571118,484318,471221,2.8,14.8,0.898,0.019,0.052,7.8,92.6,28.4,25661,15.4,267.2
Stevens County,0.264509064,4348,11059,16438,WA,0.348012268,0.624616631,43650,43531,0.3,20.7,0.894,0.005,0.035,3.9,90.6,18.6,21986,16.5,17.6
Thurston County,0.53159827,65015,46219,122301,WA,0.581082291,0.39142156,265851,252264,5.4,15.2,0.829,0.034,0.084,10.8,92.9,32.3,29744,11.7,349.4
Wahkiakum County,0.353193313,824,1328,2333,WA,0.477461707,0.487964989,4067,3978,2.2,30.7,0.936,0.004,0.034,4.6,93.1,14.3,22334,22.6,15.1
Walla Walla County,0.382898874,7550,10775,19718,WA,0.376971297,0.600329924,59844,58781,1.8,16.5,0.922,0.021,0.212,19.7,88,26,23809,17.8,46.3
Whatcom County,0.548885172,59402,40247,108223,WA,0.545678931,0.425239694,208351,201140,3.6,15.4,0.873,0.012,0.089,12.5,90.9,31.9,26530,16.4,95.5
Whitman County,0.455227573,5521,5462,12128,WA,0.465288533,0.502323076,46827,44776,4.6,10,0.851,0.023,0.056,12.4,96.2,48.9,21208,32.6,20.7
Yakima County,0.393936879,28484,39593,72306,WA,0.415459015,0.566558312,247687,243231,1.8,12.8,0.88,0.015,0.477,39.6,71,15.5,19433,22.6,56.6
Adams County,0.373998219,3780,5983,10107,WI,0.539510864,0.452401832,20215,20875,-3.2,27.1,0.94,0.032,0.039,5.4,85.3,12.1,22196,10.6,32.3
Ashland County,0.521826899,4136,3428,7926,WI,0.645768401,0.337568928,16103,16157,-0.3,17.5,0.842,0.005,0.024,3.4,90.5,21.7,21115,18.8,15.5
Barron County,0.350048858,7881,13595,22514,WI,0.481911172,0.505380153,45455,45870,-0.9,20.2,0.961,0.01,0.024,4.9,88.3,16.2,23337,12.8,53.2
Bayfield County,0.521862817,4953,4125,9491,WI,0.61737883,0.368582847,14985,15014,-0.2,23.9,0.861,0.006,0.015,4.1,93.2,28.5,25377,13.5,10.2
Brown County,0.418503965,53358,67192,127497,WI,0.485806994,0.503742783,256670,248007,3.5,13.1,0.889,0.025,0.08,10,90.4,26.8,27787,11.5,468.2
Buffalo County,0.365698598,2531,4049,6921,WI,0.509275114,0.478310502,13188,13587,-2.9,20,0.979,0.005,0.019,2.9,89.6,17.2,24500,12,20.2
Burnett County,0.338112169,2948,5412,8719,WI,0.461084086,0.525943943,15328,15457,-0.8,26.3,0.918,0.007,0.016,3,89.2,16.7,22843,17.1,18.8
Calumet County,0.364523819,9634,15345,26429,WI,0.435791312,0.551298603,49491,48971,1.1,13.3,0.951,0.007,0.04,6.5,92.1,27.6,28907,6.4,153.9
Chippewa County,0.377331512,11875,17912,31471,WI,0.49204244,0.497218089,63460,62505,1.5,16.2,0.952,0.016,0.016,3.3,90.8,18.6,24628,11.1,61.9
Clark County,0.311854148,4225,8645,13548,WI,0.449272198,0.538136827,34423,34691,-0.8,16,0.975,0.005,0.042,14.6,81.9,11.6,20754,14.9,28.7
Columbia County,0.461808994,13525,14160,29287,WI,0.563296126,0.427248851,56615,56833,-0.4,16.2,0.96,0.015,0.029,4.4,91.6,21.3,28273,9.3,74.2
Crawford County,0.446209951,3426,3844,7678,WI,0.59324862,0.393274291,16392,16644,-1.5,20.6,0.963,0.02,0.011,2.9,90.2,15.4,22549,12.6,29.2
Dane County,0.713768627,217506,71270,304729,WI,0.71121861,0.275583219,516284,488075,5.8,11.9,0.861,0.054,0.062,11.6,94.7,46.6,33712,12.9,407.7
Dodge County,0.326217946,13968,26643,42818,WI,0.422384461,0.567610807,88574,88761,-0.2,16.3,0.949,0.031,0.046,4.6,87.2,15.8,24573,9,101.4
Door County,0.461317393,8026,8584,17398,WI,0.530357244,0.460555461,27766,27785,-0.1,26.4,0.971,0.007,0.027,4.3,94.1,29,30657,10.1,57.6
Douglas County,0.511246338,11342,9657,22185,WI,0.649768174,0.336715948,43698,44159,-1,16.3,0.93,0.012,0.014,3,92.7,21.7,25129,15.1,33.9
Dunn County,0.40968723,9025,11487,22029,WI,0.51614229,0.466231335,44305,43857,1,14.7,0.947,0.007,0.018,4.1,91.9,24.7,22499,15.7,51.6
Eau Claire County,0.50427145,27271,23301,54080,WI,0.560820588,0.42527704,101564,98885,2.7,14.1,0.928,0.01,0.023,5.9,93.2,31,25287,15.7,154.8
Florence County,0.251225952,666,1897,2651,WI,0.364053537,0.628298279,4481,4423,1.3,25.8,0.969,0.004,0.01,2.3,89.6,14.5,22434,14.3,9.1
Fond du Lac County,0.340372646,17391,31044,51094,WI,0.419657606,0.569323472,101759,101633,0.1,16.6,0.952,0.016,0.049,5.9,90.3,20,26368,9.8,141.2
Forest County,0.351231418,1583,2787,4507,WI,0.52143011,0.467800991,9127,9304,-1.9,21.8,0.813,0.01,0.02,4,85.8,12.2,20462,16.5,9.2
Grant County,0.417737308,10047,12347,24051,WI,0.561837748,0.424461921,51829,51208,1.2,16.3,0.968,0.013,0.014,4.4,89.8,19.1,21705,16.6,44.7
Green County,0.485391943,9121,8693,18791,WI,0.580043519,0.406589991,37063,36842,0.6,16.9,0.974,0.006,0.029,4.9,91.4,20.6,27060,10.3,63.1
Green Lake County,0.289855072,2700,6210,9315,WI,0.392461427,0.598426012,18836,19051,-1.1,20.8,0.973,0.006,0.046,8.5,87.3,16.6,25275,11.5,54.5
Iowa County,0.550111359,6669,4809,12123,WI,0.647143428,0.343747503,23825,23687,0.6,16.7,0.976,0.005,0.018,3.4,92.3,21.7,26625,9.8,31.1
Iron County,0.366120219,1273,2090,3477,WI,0.492541436,0.493922652,5917,5916,0,28.2,0.972,0.003,0.01,2.6,91.5,20.8,23324,16.4,7.8
Jackson County,0.415235818,3821,4907,9202,WI,0.570182992,0.419806243,20652,20441,1,17.6,0.885,0.022,0.033,7,86.8,14.8,21849,16.9,20.7
Jefferson County,0.391243739,16559,23409,42324,WI,0.45622621,0.53219594,84395,83681,0.9,15,0.965,0.01,0.069,7.4,91.3,23,25625,11.2,150.4
Juneau County,0.34935242,4100,7188,11736,WI,0.529411765,0.458365164,26395,26664,-1,19,0.943,0.024,0.029,4.2,85,12.4,23343,13.6,34.8
Kenosha County,0.471744148,35770,36025,75825,WI,0.555882025,0.43319572,168068,166426,1,12.5,0.877,0.073,0.126,11.6,88.8,23.2,26514,14,611.9
Kewaunee County,0.337274251,3623,6616,10742,WI,0.467507715,0.521510256,20444,20574,-0.6,18.9,0.975,0.005,0.023,3.9,90.7,13.5,25282,9.4,60.1
La Crosse County,0.516078681,32402,26384,62785,WI,0.57951022,0.406742391,118011,114638,2.9,14.8,0.918,0.015,0.017,6.3,93.8,29.9,26271,14,253.8
Lafayette County,0.432517758,3288,3977,7602,WI,0.571897074,0.417885974,16853,16836,0.1,16.5,0.979,0.004,0.038,7.2,89.8,16.5,23483,11.7,26.6
Langlade County,0.322996136,3260,6436,10093,WI,0.435890097,0.554283534,19410,19977,-2.8,22.2,0.963,0.007,0.019,3.5,88.1,13.2,22974,14.5,22.9
Lincoln County,0.368742704,5370,8400,14563,WI,0.49782207,0.491288279,28493,28743,-0.9,19.8,0.965,0.014,0.015,2.4,88.4,14.5,24669,11.1,32.7
Manitowoc County,0.364156935,14563,23234,39991,WI,0.479711919,0.507931651,80160,81442,-1.6,18.6,0.946,0.008,0.035,5.9,90.2,18.7,25825,9.7,138.3
Marathon County,0.3845517,26476,39010,68849,WI,0.464264687,0.525123139,135780,134063,1.3,15.9,0.915,0.008,0.026,8.1,90,22.2,27607,10.9,86.8
Marinette County,0.312478102,6243,12995,19979,WI,0.476438779,0.512215141,41298,41749,-1.1,21.7,0.97,0.005,0.015,3.5,89.4,13.6,23555,13.2,29.8
Marquette County,0.359400998,2808,4712,7813,WI,0.517623364,0.47306143,15050,15404,-2.3,22.6,0.971,0.005,0.029,4,87,12.9,23490,13.6,33.8
Menominee County,0.784206411,1003,269,1279,WI,0.865552326,0.130087209,4522,4232,6.9,12.6,0.128,0.008,0.053,7.8,90.4,15.8,14710,31.4,11.8
Milwaukee County,0.664381452,288986,126091,434970,WI,0.668283959,0.32270483,956406,947736,0.9,12.1,0.653,0.272,0.142,16.1,85.9,28.1,24295,21.6,3926
Monroe County,0.360386622,7047,11442,19554,WI,0.490226417,0.497034401,45379,44675,1.6,15.7,0.948,0.015,0.04,8.9,88.2,17.4,23456,14.4,49.6
Oconto County,0.295422606,5886,13255,19924,WI,0.446596036,0.541947585,37417,37660,-0.6,18.5,0.968,0.003,0.017,2.5,89.3,14.9,25941,10.2,37.7
Oneida County,0.388875558,8103,11677,20837,WI,0.483802197,0.505399268,35563,35998,-1.2,23.9,0.965,0.005,0.014,2.6,92.5,23.6,27041,10.7,32.3
Outagamie County,0.400548538,38117,51579,95162,WI,0.483514968,0.501862326,182006,176695,3,13.2,0.919,0.013,0.041,7.1,93.1,26.4,28186,8.7,277.2
Ozaukee County,0.377885624,20167,30458,53368,WI,0.34329164,0.647727886,87470,86395,1.2,17.5,0.948,0.015,0.027,6.4,96.1,44.9,42041,5.2,370.7
Pepin County,0.359049653,1345,2228,3746,WI,0.507305195,0.485119048,7335,7469,-1.8,20.8,0.981,0.006,0.014,5.8,90,17.1,24367,12.5,32.2
Pierce County,0.397363554,8380,11260,21089,WI,0.488193117,0.496319312,40958,41019,-0.1,12.5,0.966,0.006,0.019,3.2,93.5,25.7,27462,12.4,71.5
Polk County,0.333524305,7568,13864,22691,WI,0.446963635,0.536809816,43437,44205,-1.7,18.5,0.968,0.004,0.017,3,91.7,19.3,25751,10.8,48.4
Portage County,0.4859009,18524,17310,38123,WI,0.562752003,0.423595162,70482,70019,0.7,14.6,0.946,0.008,0.03,6.2,92.1,27.5,24972,13.7,87.4
Price County,0.353306878,2671,4562,7560,WI,0.493265565,0.492884371,13675,14159,-3.4,24,0.967,0.005,0.016,2.7,89.5,15.3,23723,15.9,11.3
Racine County,0.45374581,42506,46620,93678,WI,0.513780273,0.477699952,195163,195428,-0.1,14.7,0.842,0.117,0.125,9,87.8,23,27141,13.3,587.7
Richland County,0.44925898,3577,4021,7962,WI,0.57480315,0.413964799,17662,18021,-2,19.5,0.974,0.006,0.024,5,88.9,15,22778,12.8,30.7
Rock County,0.52417947,39336,31483,75043,WI,0.610946782,0.378961497,161188,160331,0.5,15.1,0.909,0.051,0.082,8.4,87.7,19.4,24094,14.3,223.3
Rusk County,0.308863281,2171,4564,7029,WI,0.472876865,0.512201924,14333,14755,-2.9,22.1,0.973,0.006,0.017,3.2,86.6,14.3,21004,18.7,16.2
Sauk County,0.474178681,16050,15871,33848,WI,0.588024629,0.403022116,63379,61976,2.3,17,0.958,0.008,0.049,6.3,89.4,21,25988,10.8,74.6
Sawyer County,0.366422042,2846,4625,7767,WI,0.497834055,0.492724647,16437,16557,-0.7,23.3,0.786,0.006,0.021,3.6,89.7,22,23809,18.8,13.2
Shawano County,0.307457989,6056,12742,19697,WI,0.444565325,0.54480269,41579,41955,-0.9,19.8,0.889,0.004,0.026,3.9,89.5,15.3,23500,11.5,47
Sheboygan County,0.388334191,22636,32368,58290,WI,0.448160324,0.541819446,115290,115507,-0.2,16.2,0.911,0.018,0.06,9.8,90.6,22.4,26126,9.5,225.9
St. Croix County,0.37369444,17496,26123,46819,WI,0.431958965,0.553696016,86759,84345,2.9,12.2,0.964,0.007,0.023,3.5,94.9,33,32220,7.6,116.8
Taylor County,0.254645853,2398,6589,9417,WI,0.396479022,0.590027409,20540,20689,-0.7,18.3,0.981,0.004,0.018,5.3,86.4,13.6,23032,13.9,21.2
Trempealeau County,0.415654223,5645,7370,13581,WI,0.564878121,0.423825803,29509,28816,2.4,16.9,0.973,0.005,0.068,7.4,87.6,17.5,25017,11.9,39.3
Vernon County,0.447474107,6351,6994,14193,WI,0.564966585,0.417516708,30362,29771,2,18.5,0.979,0.004,0.016,11.4,86.9,19.5,22680,14.5,37.6
Vilas County,0.354493422,4769,8169,13453,WI,0.430343927,0.561239298,21398,21430,-0.1,29,0.865,0.004,0.019,4.4,91.8,24.1,26252,13.3,25
Walworth County,0.369903105,18706,28848,50570,WI,0.431967764,0.555732515,103527,102228,1.3,15.3,0.96,0.013,0.111,11,90.1,26.2,27130,13.4,184.2
Washburn County,0.362402031,3283,5404,9059,WI,0.479874486,0.50768232,15694,15911,-1.4,23.9,0.962,0.005,0.016,2.4,90.8,20.3,24850,13.8,20
Washington County,0.27350943,20854,51729,76246,WI,0.294508516,0.696415387,133251,131885,1,15.7,0.961,0.011,0.03,4.7,92.5,27.6,32020,6.3,306.2
Waukesha County,0.335206904,79199,145519,236269,WI,0.321950026,0.670168904,395118,389938,1.3,16.5,0.936,0.014,0.046,7.2,95.6,40.2,37577,5.4,709.4
Waupaca County,0.325722804,8303,16013,25491,WI,0.44823844,0.542188287,52066,52410,-0.7,19.5,0.974,0.004,0.03,3.8,89.9,16.6,25956,10.6,70.1
Waushara County,0.317866399,3802,7669,11961,WI,0.443538321,0.545726887,24178,24496,-1.3,22.5,0.955,0.021,0.064,7.8,87,14.3,22888,11.6,39.1
Winnebago County,0.431402226,37054,43447,85892,WI,0.511293265,0.473720359,169511,166994,1.5,14.7,0.93,0.02,0.039,5.4,91,25.5,26955,12.3,384.3
Wood County,0.377386508,14232,21502,37712,WI,0.478458284,0.507842733,73608,74749,-1.5,18.6,0.954,0.007,0.027,5,90.8,18.8,25961,11,94.2
Barbour County,0.201361222,1213,4509,6024,WV,0.307169021,0.663526949,16766,16589,1.1,18.3,0.967,0.01,0.008,1.1,78.3,11.5,17876,17.6,48.6
Berkeley County,0.287280804,12287,28210,42770,WV,0.383708293,0.596565591,110497,104172,6.1,13.3,0.884,0.075,0.039,4.9,86,19.8,26264,13.1,324.4
Boone County,0.206031893,1783,6483,8654,WV,0.329262509,0.641925539,23714,24627,-3.7,16.8,0.985,0.006,0.005,0.5,75.5,8.5,21627,20.7,49.1
Braxton County,0.259727434,1315,3516,5063,WV,0.417367536,0.566021867,14463,14519,-0.4,20,0.977,0.006,0.007,1,77.8,11.2,18635,22,28.4
Brooke County,0.267190776,2549,6574,9540,WV,0.431916739,0.54358196,23530,24070,-2.2,21.5,0.967,0.016,0.008,1.7,89.5,17,22815,13.1,269.8
Cabell County,0.345738662,11306,19648,32701,WV,0.421496976,0.560074345,97109,96317,0.8,17,0.913,0.051,0.014,2.8,86.3,25.8,23647,22.2,342.8
Calhoun County,0.175115207,456,2023,2604,WV,0.371349096,0.597125637,7513,7627,-1.5,20.7,0.982,0.003,0.011,0.9,76.6,10.2,18053,22,27.3
Clay County,0.191345504,566,2289,2958,WV,0.308464369,0.654734025,8941,9386,-4.7,19.1,0.983,0.002,0.005,0.8,72.7,8.1,16740,24.8,27.5
Doddridge County,0.127388535,360,2347,2826,WV,0.208166241,0.768501641,8391,8202,2.3,16.9,0.964,0.019,0.007,1.8,80.6,12.4,17334,15.5,25.7
Fayette County,0.279581221,4246,10263,15187,WV,0.384224465,0.594374061,45132,46039,-2,18.7,0.934,0.047,0.011,1.9,78.9,11.6,18685,21.2,69.6
Gilmer County,0.212420886,537,1889,2528,WV,0.334407736,0.6365834,8618,8697,-0.9,14.9,0.838,0.128,0.062,6,76.7,16.6,17870,28.5,25.7
Grant County,0.103134479,510,4338,4945,WV,0.155949256,0.82567804,11687,11937,-2.1,22.2,0.978,0.009,0.013,1.4,80.3,10.9,20193,14.6,25
Greenbrier County,0.267663043,3743,9499,13984,WV,0.363657551,0.611637663,35450,35481,-0.1,21.3,0.946,0.029,0.014,1.2,82.9,17.1,21720,19.7,34.8
Hampshire County,0.184176697,1576,6646,8557,WV,0.28775715,0.691670848,23483,23964,-2,19.8,0.97,0.013,0.013,1.4,78.2,8.2,17734,18,37.4
Hancock County,0.256842272,3247,8870,12642,WV,0.381202569,0.597031107,30112,30675,-1.8,20.2,0.955,0.026,0.012,1.9,87.9,15.7,23261,16.9,371.3
Hardy County,0.207406177,1249,4544,6022,WV,0.286851816,0.684210526,13923,14025,-0.7,19.8,0.945,0.03,0.036,4.8,79.3,9.5,19032,15.7,24.1
Harrison County,0.275405483,7675,18687,27868,WV,0.372283028,0.60717589,68761,69102,-0.5,17.9,0.958,0.017,0.016,2.5,86.9,19.8,23309,17.7,166.1
Jackson County,0.218698381,2648,8959,12108,WV,0.333536851,0.641953772,29126,29211,-0.3,19,0.979,0.005,0.008,1.1,84.6,15.8,22527,19,62.9
Jefferson County,0.393968426,9458,13144,24007,WV,0.469094416,0.509276267,55713,53508,4.1,14.1,0.886,0.068,0.055,6.1,87.7,27.6,29605,11.2,255.2
Kanawha County,0.373153235,27985,43464,74996,WV,0.432364911,0.551194746,190223,193058,-1.5,18.1,0.889,0.076,0.011,2.1,87.9,25,28174,14.1,214.1
Lewis County,0.194045025,1336,5245,6885,WV,0.27534839,0.696620215,16414,16372,0.3,19.5,0.975,0.006,0.01,1.2,84.7,15.6,21175,20.3,42.5
Lincoln County,0.205352032,1435,5257,6988,WV,0.326663702,0.642655995,21561,21720,-0.7,17.2,0.987,0.003,0.007,0.9,73.9,8.2,18458,27.3,49.7
Logan County,0.169062119,2082,9866,12315,WV,0.290815898,0.687841358,35348,36745,-3.8,17.2,0.967,0.02,0.009,1.2,76.4,9.2,19901,19.8,81
Marion County,0.3023134,6926,14592,22910,WV,0.415849444,0.559493789,56803,56418,0.7,18.1,0.941,0.035,0.012,2.1,87.6,20.3,23229,15.9,182.7
Marshall County,0.221203088,2894,9565,13083,WV,0.344705046,0.630317799,32416,33107,-2.1,19.6,0.976,0.007,0.01,1.8,88.1,14.2,24329,16.1,108.4
Mason County,0.204547701,2069,7597,10115,WV,0.384845053,0.587460105,27016,27326,-1.1,18.8,0.974,0.009,0.006,1.3,81.7,10,20622,19,63.4
McDowell County,0.231267195,1429,4614,6179,WV,0.339960887,0.640645372,20448,22113,-7.5,18.1,0.894,0.09,0.006,1,63.1,5.8,14093,36.3,41.5
Mercer County,0.204590078,4689,17362,22919,WV,0.255279035,0.726150075,61785,62266,-0.8,19.3,0.912,0.063,0.01,3,80.9,17.7,20391,22.2,148.6
Mineral County,0.176950044,2019,8957,11410,WV,0.262982196,0.712815282,27578,28212,-2.2,19.9,0.949,0.031,0.009,1.2,86.9,13.2,19788,15.8,86.1
Mingo County,0.14415461,1365,7876,9469,WV,0.275301342,0.70081874,25716,26834,-4.2,15.5,0.965,0.019,0.006,1.3,72.6,10.7,20609,22.9,63.4
Monongalia County,0.40769037,14568,18278,35733,WV,0.43879255,0.535388568,103463,96189,7.6,10.8,0.908,0.039,0.02,5.7,90.7,38.1,25846,22.4,267.1
Monroe County,0.192063492,1089,4337,5670,WV,0.279697205,0.693128882,13582,13500,0.6,22.4,0.973,0.008,0.008,1.9,80.3,13.7,20294,13.6,28.6
